question,cypher,type,database,explanation,syntax_error,timeout,returns_results,no_cypher
Which ports does the OS 'RHEL' listen to through its services?,"MATCH (os:OS {name: 'RHEL'})-[:INSTANCE]->(version:Version)<-[:INSTANCE]-(service:Service)-[:LISTENS]->(port:Port)
RETURN DISTINCT port.port AS ListeningPorts",Simple Retrieval Queries,network,"This Cypher query retrieves the ports that the OS named 'RHEL' listens to through its services. Here's how it works:
1. It starts by matching the `OS` node with the name 'RHEL'.
2. It then follows the `INSTANCE` relationship to find the associated `Version` node.
3. From the `Version` node, it follows the `INSTANCE` relationship to find the `Service` nodes that are instances of this version.
4. It then follows the `LISTENS` relationship from the `Service` nodes to the `Port` nodes.
5. Finally, it returns the distinct port numbers that the services of the 'RHEL' OS are listening to.",False,False,False,False
List the first 3 processes that are instances of software named 'webapp'.,"MATCH (s:Software {name: 'webapp'})-[:INSTANCE]->(p:Process)
RETURN p.name, p.startTime, p.pid
ORDER BY p.startTime
LIMIT 3",Simple Retrieval Queries,network,"This Cypher query retrieves the first 3 processes that are instances of software named 'webapp'. Here's how it works:
1. `MATCH (s:Software {name: 'webapp'})-[:INSTANCE]->(p:Process)`: This part of the query matches all `Process` nodes that are instances of the `Software` node with the name 'webapp'.
2. `RETURN p.name, p.startTime, p.pid`: This returns the name, start time, and process ID of the matched processes.
3. `ORDER BY p.startTime`: This orders the processes by their start time.
4. `LIMIT 3`: This limits the result to the first 3 processes.",False,False,False,False
Which services started between timestamps 1605733619064 and 1606597376483 and listen to port 80?,"MATCH (s:Service)-[:LISTENS]->(p:Port)
WHERE s.startTime >= 1605733619064 AND s.startTime <= 1606597376483 AND p.port = 80
RETURN s.name, s.startTime",Simple Retrieval Queries,network,"This Cypher query retrieves the names and start times of services that started between the timestamps 1605733619064 and 1606597376483 and listen to port 80. 

1. The `MATCH` clause finds all `Service` nodes that have a `LISTENS` relationship to a `Port` node.
2. The `WHERE` clause filters these services to include only those with a `startTime` property within the specified range and where the `Port` node has a `port` property equal to 80.
3. The `RETURN` clause outputs the `name` and `startTime` properties of the matching `Service` nodes.",False,False,True,False
What are the names of all switches in racks within zone 1?,"MATCH (dc:DataCenter)-[:CONTAINS]->(rack:Rack {zone: 1})-[:HOLDS]->(switch:Switch)
RETURN switch.ip AS switch_name",Simple Retrieval Queries,network,"This Cypher query retrieves the names of all switches located in racks within zone 1. Here's how it works:
1. The query starts by matching a `DataCenter` node that contains a `Rack` node with the property `zone` set to 1.
2. It then matches the `Switch` nodes that are held by these racks.
3. Finally, it returns the `ip` property of the `Switch` nodes as `switch_name`.",False,False,True,False
Find the top 3 racks by zone that contain the most machines.,"MATCH (r:Rack)-[:HOLDS]->(m:Machine)
WITH r.zone AS zone, r.name AS rackName, COUNT(m) AS machineCount
ORDER BY zone, machineCount DESC
WITH zone, COLLECT({rackName: rackName, machineCount: machineCount}) AS racksByZone
RETURN zone, racksByZone[0..3] AS top3RacksByZone",Simple Retrieval Queries,network,"1. The query starts by matching `Rack` nodes that hold `Machine` nodes using the `[:HOLDS]` relationship.
2. It then groups the results by the `zone` and `rackName` properties of the `Rack` nodes and counts the number of `Machine` nodes in each rack.
3. The results are ordered by `zone` and then by the count of machines in descending order.
4. The `COLLECT` function is used to gather the racks by zone into a list, and the top 3 racks for each zone are selected using list slicing `[0..3]`.
5. Finally, the query returns the `zone` and the top 3 racks by machine count for each zone.",False,False,True,False
Which processes are instances of application named 'crm'?,"MATCH (app:Application {name: 'crm'})-[:INSTANCE]->(process:Process)
RETURN process.name AS processName, process.startTime AS startTime, process.pid AS pid",Simple Retrieval Queries,network,"This Cypher query starts by matching the `Application` node with the name 'crm'. It then traverses the `INSTANCE` relationship to find all `Process` nodes that are instances of this application. Finally, it returns the name, start time, and process ID of each matching process.",False,False,False,False
List all versions that are previous to version named '7.1' and their dependencies.,"MATCH (v:Version {name: '7.1'})<-[:PREVIOUS]-(prev:Version)
OPTIONAL MATCH (prev)-[:DEPENDS_ON]->(dep:Version)
RETURN prev.name AS PreviousVersion, collect(dep.name) AS Dependencies",Simple Retrieval Queries,network,"This Cypher query retrieves all versions that are previous to the version named '7.1' and their dependencies. 

1. The `MATCH` clause finds the version node with the name '7.1' and matches any version nodes that have a `PREVIOUS` relationship pointing to it.
2. The `OPTIONAL MATCH` clause is used to find any dependencies of these previous versions. This ensures that even if a previous version has no dependencies, it will still be included in the results.
3. The `RETURN` clause returns the name of the previous versions and collects their dependencies' names into a list.",False,False,True,False
What are the names and IPs of interfaces that connect to network '10.3'?,"MATCH (network:Network {ip: '10.3'})-[:ROUTES]->(interface:Interface)
RETURN interface.name AS interfaceName, interface.ip AS interfaceIP",Simple Retrieval Queries,network,"This Cypher query starts by matching the `Network` node with the `ip` property set to '10.3'. It then traverses the `ROUTES` relationship to find the connected `Interface` nodes. Finally, it returns the names and IPs of these interfaces.",False,False,True,False
Which machines are running services that listen on port 80?,"MATCH (m:Machine)-[:RUNS]->(s:Service)-[:LISTENS]->(p:Port {port: 80})
RETURN m.name AS machine_name",Simple Retrieval Queries,network,"This Cypher query retrieves the names of machines that are running services listening on port 80. Here's how it works:
1. `MATCH (m:Machine)-[:RUNS]->(s:Service)-[:LISTENS]->(p:Port {port: 80})`: This pattern matches machines (`m`) that have a `RUNS` relationship to services (`s`), which in turn have a `LISTENS` relationship to ports (`p`) with the property `port` set to 80.
2. `RETURN m.name AS machine_name`: This returns the names of the matched machines.",False,False,True,False
Find the top 5 switches by rack number in zone 4.,"MATCH (r: Rack {zone: 4})-[:HOLDS]->(s: Switch)
RETURN s.ip, r.rack
ORDER BY r.rack DESC
LIMIT 5",Simple Retrieval Queries,network,"This Cypher query retrieves the top 5 switches by rack number in zone 4. Here's how it works:
1. `MATCH (r: Rack {zone: 4})-[:HOLDS]->(s: Switch)`: This part of the query matches all racks in zone 4 and the switches they hold.
2. `RETURN s.ip, r.rack`: This returns the IP addresses of the switches and their corresponding rack numbers.
3. `ORDER BY r.rack DESC`: This orders the results by rack number in descending order.
4. `LIMIT 5`: This limits the results to the top 5 switches.",False,False,True,False
What are the names of all routers routing through interface with IP '10.1.0.254'?,"MATCH (r:Router)-[:ROUTES]->(i:Interface {ip: '10.1.0.254'})
RETURN r.name",Simple Retrieval Queries,network,"This Cypher query starts by matching the `Router` nodes that have a `ROUTES` relationship to an `Interface` node with the IP address '10.1.0.254'. It then returns the names of these routers. The `MATCH` clause is used to find the relevant nodes and relationships, and the `RETURN` clause specifies that we want to retrieve the `name` property of the `Router` nodes.",False,False,True,False
List the top 3 types of machines based on disk size in racks located in zone 3.,"MATCH (dc:DataCenter)-[:CONTAINS]->(rack:Rack {zone: 3})-[:HOLDS]->(machine:Machine)-[:TYPE]->(type:Type)
RETURN type.name AS machineType, type.disk AS diskSize
ORDER BY diskSize DESC
LIMIT 3",Simple Retrieval Queries,network,"This Cypher query retrieves the top 3 types of machines based on disk size in racks located in zone 3. Here's a step-by-step breakdown of the query:

1. `MATCH (dc:DataCenter)-[:CONTAINS]->(rack:Rack {zone: 3})-[:HOLDS]->(machine:Machine)-[:TYPE]->(type:Type)`: This part of the query matches the data center containing racks that are in zone 3. It then finds the machines held by these racks and retrieves their types.

2. `RETURN type.name AS machineType, type.disk AS diskSize`: This part returns the name and disk size of the machine types.

3. `ORDER BY diskSize DESC`: This part orders the results by disk size in descending order.

4. `LIMIT 3`: This part limits the results to the top 3 machine types based on disk size.

By following these steps, the query effectively lists the top 3 types of machines based on disk size in racks located in zone 3.",False,False,True,False
Which applications and their start times are running on machines in zone 2?,"MATCH (dc:DataCenter)-[:CONTAINS]->(rack:Rack {zone: 2})-[:HOLDS]->(machine:Machine)-[:RUNS]->(app:Application)
RETURN app.name AS application, app.startTime AS startTime",Simple Retrieval Queries,network,"This Cypher query retrieves the names and start times of applications running on machines located in zone 2. Here's how it works:
1. It starts by matching a `DataCenter` node that contains a `Rack` node with the property `zone` set to 2.
2. It then matches the `Rack` node to the `Machine` nodes it holds.
3. From the `Machine` nodes, it matches the `Application` nodes that are running on these machines.
4. Finally, it returns the name and start time of each application.",False,False,True,False
Identify the first 5 ports listened to by the process named '8966'.,"MATCH (p:Process {pid: 8966})-[:LISTENS]->(port:Port)
RETURN port.port
LIMIT 5",Simple Retrieval Queries,network,"This Cypher query starts by matching the `Process` node with the `pid` property equal to `8966`. It then traverses the `LISTENS` relationship to find the connected `Port` nodes. Finally, it returns the `port` property of these `Port` nodes, limiting the result to the first 5 ports.",False,False,True,False
What are the dependencies of the application named 'logstash'?,"MATCH (app:Application {name: 'logstash'})-[:DEPENDS_ON]->(dependency)
RETURN dependency.name AS DependencyName",Simple Retrieval Queries,network,"This Cypher query starts by matching the `Application` node with the name 'logstash'. It then traverses the `DEPENDS_ON` relationship to find all nodes that the 'logstash' application depends on. Finally, it returns the names of these dependency nodes.",False,False,True,False
List the first 3 services that are instances of the application named 'webserver'.,"MATCH (app:Application {name: 'webserver'})-[:INSTANCE]->(service:Service)
RETURN service.name
LIMIT 3",Simple Retrieval Queries,network,"This Cypher query starts by matching the `Application` node with the name 'webserver'. It then traverses the `INSTANCE` relationship to find the `Service` nodes that are instances of this application. Finally, it returns the names of the first three `Service` nodes found.",False,False,False,False
Which versions of software named 'RHEL' are used by processes started after 1605733619064?,"MATCH (s:Software {name: 'RHEL'})-[:VERSION]->(v:Version)<-[:INSTANCE]-(p:Process)
WHERE p.startTime > 1605733619064
RETURN DISTINCT v.name AS version",Simple Retrieval Queries,network,"This Cypher query retrieves the versions of the software named 'RHEL' that are used by processes started after the specified timestamp (1605733619064). Here's a step-by-step breakdown of the query:

1. `MATCH (s:Software {name: 'RHEL'})-[:VERSION]->(v:Version)<-[:INSTANCE]-(p:Process)`: This part of the query matches the `Software` node with the name 'RHEL', then follows the `VERSION` relationship to the `Version` node, and finally follows the `INSTANCE` relationship to the `Process` node.

2. `WHERE p.startTime > 1605733619064`: This clause filters the processes to include only those that started after the specified timestamp.

3. `RETURN DISTINCT v.name AS version`: This clause returns the distinct names of the versions of the software 'RHEL' used by the filtered processes.

By following these steps, the query ensures that only the relevant versions of 'RHEL' are retrieved based on the process start time condition.",False,False,True,False
